DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,Interest_Rate,UNRATE,Construction_Price,EmployRate,Labour_stats,FEDFUNDS
2011-08-01,139.308,2011,8,54647.666666666664,0.75,9.0,202.8,66.66603,200136500.0,0.1
2011-09-01,138.667,2011,9,54813.333333333336,0.75,9.0,202.7,66.68692,200256000.0,0.08
2011-10-01,137.951,2011,10,54979.0,0.75,8.8,202.7,66.66574,200422000.0,0.07
2011-11-01,137.15,2011,11,55100.0,0.75,8.6,202.2,66.80666,200325600.0,0.08
2011-12-01,136.673,2011,12,55221.0,0.75,8.5,202.2,66.84261,200311100.0,0.07
2012-01-01,136.606,2012,1,55342.0,0.75,8.3,203.9,66.92241999999999,200970700.0,0.08
2012-02-01,136.531,2012,2,55391.333333333336,0.75,8.3,205.1,66.96548,201100100.0,0.1
2012-03-01,137.90200000000002,2012,3,55440.666666666664,0.75,8.2,205.7,66.98489000000001,201252700.0,0.13
2012-04-01,139.15200000000002,2012,4,55490.0,0.75,8.2,206.3,66.93552,201499400.0,0.14
2012-05-01,140.154,2012,5,55478.0,0.75,8.2,206.5,67.06298000000001,201524900.0,0.16
2012-06-01,141.03,2012,6,55466.0,0.75,8.2,206.6,67.1302,201458900.0,0.16
2012-07-01,141.67,2012,7,55454.0,0.75,8.2,206.2,67.05521,201491500.0,0.16
2012-08-01,142.28,2012,8,55437.0,0.75,8.1,205.5,67.01305,201587800.0,0.13
2012-09-01,142.907,2012,9,55420.0,0.75,7.8,206.6,67.31175999999999,201605400.0,0.14
2012-10-01,143.59799999999998,2012,10,55403.0,0.75,7.8,205.5,67.49049000000001,201662300.0,0.16
2012-11-01,144.582,2012,11,55555.0,0.75,7.7,205.6,67.2734,201708600.0,0.16
2012-12-01,145.499,2012,12,55707.0,0.75,7.9,206.4,67.29635,201843200.0,0.16
2013-01-01,146.82399999999998,2013,1,55859.0,0.75,8.0,208.4,67.25681999999999,201721300.0,0.14
2013-02-01,147.781,2013,2,55877.333333333336,0.75,7.7,209.1,67.24571,201883900.0,0.15
2013-03-01,149.961,2013,3,55895.666666666664,0.75,7.5,209.8,67.18983,202024100.0,0.14
2013-04-01,151.518,2013,4,55914.0,0.75,7.6,210.7,67.25466999999999,202167700.0,0.15
2013-05-01,152.85,2013,5,56033.333333333336,0.75,7.5,209.5,67.33855,202291000.0,0.11
2013-06-01,154.202,2013,6,56152.666666666664,0.75,7.5,208.8,67.35748000000001,202288100.0,0.09
2013-07-01,155.607,2013,7,56272.0,0.75,7.3,208.3,67.48314,202321200.0,0.09
2013-08-01,156.963,2013,8,56395.333333333336,0.75,7.2,208.9,67.42155,202486100.0,0.08
2013-09-01,158.225,2013,9,56518.666666666664,0.75,7.2,208.9,67.47369,202630100.0,0.08
2013-10-01,159.24,2013,10,56642.0,0.75,7.2,209.3,67.145,202702100.0,0.09
2013-11-01,160.07299999999998,2013,11,56543.0,0.75,6.9,209.8,67.45268,202720100.0,0.08
2013-12-01,160.993,2013,12,56444.0,0.75,6.7,209.8,67.54767,202732300.0,0.09
2014-01-01,161.924,2014,1,56345.0,0.75,6.6,211.7,67.72227,202550700.0,0.07
2014-02-01,162.523,2014,2,56552.666666666664,0.75,6.7,212.7,67.70628,202677800.0,0.07
2014-03-01,163.084,2014,3,56760.333333333336,0.75,6.7,213.4,67.90929,202701500.0,0.08
2014-04-01,163.39,2014,4,56968.0,0.75,6.2,213.6,67.94815,202797800.0,0.09
2014-05-01,163.656,2014,5,57157.333333333336,0.75,6.3,214.3,68.02920999999999,202936300.0,0.09
2014-06-01,164.067,2014,6,57346.666666666664,0.75,6.1,214.5,68.14761,203051400.0,0.1
2014-07-01,164.58700000000002,2014,7,57536.0,0.75,6.2,214.8,68.158,203042900.0,0.09
2014-08-01,165.21200000000002,2014,8,57591.333333333336,0.75,6.1,215.5,68.21761,203164300.0,0.09
2014-09-01,165.903,2014,9,57646.666666666664,0.75,5.9,215.7,68.27456,203211900.0,0.09
2014-10-01,166.639,2014,10,57702.0,0.75,5.7,215.9,68.57545,203259900.0,0.09
2014-11-01,167.332,2014,11,57841.666666666664,0.75,5.8,215.8,68.52069,203378000.0,0.09
2014-12-01,168.047,2014,12,57981.333333333336,0.75,5.6,215.5,68.48933000000001,203419500.0,0.12
2015-01-01,168.627,2015,1,58121.0,0.75,5.7,215.8,68.54301,203859000.0,0.11
2015-02-01,169.12400000000002,2015,2,58206.0,0.75,5.5,215.3,68.53997,203941000.0,0.11
2015-03-01,169.795,2015,3,58291.0,0.75,5.4,215.0,68.42395,203969900.0,0.11
2015-04-01,170.293,2015,4,58376.0,0.75,5.4,214.5,68.67985999999999,203983300.0,0.12
2015-05-01,170.87599999999998,2015,5,58412.666666666664,0.75,5.6,213.7,68.79395,204205800.0,0.12
2015-06-01,171.477,2015,6,58449.333333333336,0.75,5.3,213.7,68.68581,204424200.0,0.13
2015-07-01,172.148,2015,7,58486.0,0.75,5.2,213.7,68.63598,204519300.0,0.13
2015-08-01,172.93099999999998,2015,8,58480.666666666664,0.75,5.1,213.3,68.75591,204559900.0,0.14
2015-09-01,173.824,2015,9,58475.333333333336,0.75,5.0,212.5,68.66338,204605300.0,0.14
2015-10-01,174.78900000000002,2015,10,58470.0,0.75,5.0,212.4,68.7412,204681400.0,0.12
2015-11-01,175.735,2015,11,58548.0,0.75,5.1,211.7,68.89587,204728700.0,0.12
2015-12-01,176.537,2015,12,58626.0,1.0,5.0,210.9,69.09503000000001,204755400.0,0.24
2016-01-01,177.262,2016,1,58704.0,1.0,4.8,211.4,69.18484000000001,205071200.0,0.34
2016-02-01,177.641,2016,2,58731.666666666664,1.0,4.9,211.3,69.25716,205098500.0,0.38
2016-03-01,178.15599999999998,2016,3,58759.333333333336,1.0,5.0,211.6,69.29008,205198100.0,0.36
2016-04-01,178.759,2016,4,58787.0,1.0,5.1,212.7,69.15356,205245900.0,0.37
2016-05-01,179.42,2016,5,58886.0,1.0,4.8,213.7,69.28389,205412400.0,0.37
2016-06-01,180.09,2016,6,58985.0,1.0,4.9,214.6,69.18991,205562900.0,0.38
2016-07-01,180.85,2016,7,59084.0,1.0,4.8,215.3,69.28114000000001,205702700.0,0.39
2016-08-01,181.84,2016,8,59154.666666666664,1.0,4.9,216.0,69.3738,205680800.0,0.4
2016-09-01,182.813,2016,9,59225.333333333336,1.0,5.0,215.3,69.42484,205736900.0,0.4
2016-10-01,183.743,2016,10,59296.0,1.0,4.9,214.8,69.43066,205848400.0,0.4
2016-11-01,184.753,2016,11,59362.0,1.0,4.7,214.5,69.55505,205828700.0,0.41
2016-12-01,185.716,2016,12,59428.0,1.25,4.7,215.5,69.57409,205936600.0,0.54
2017-01-01,186.796,2017,1,59494.0,1.25,4.7,217.3,69.65279,205378300.0,0.65
2017-02-01,187.314,2017,2,59574.666666666664,1.25,4.6,218.8,69.73241999999999,205421300.0,0.66
2017-03-01,187.991,2017,3,59655.333333333336,1.5,4.4,219.7,70.00641,205317300.0,0.79
2017-04-01,188.721,2017,4,59736.0,1.5,4.4,221.0,70.0938,205349800.0,0.9
2017-05-01,189.61,2017,5,59857.0,1.5,4.4,221.7,70.00275,205468500.0,0.91
2017-06-01,190.519,2017,6,59978.0,1.75,4.3,221.9,70.09076999999999,205654400.0,1.04
2017-07-01,191.465,2017,7,60099.0,1.75,4.3,221.9,70.1771,205756700.0,1.15
2017-08-01,192.649,2017,8,60290.666666666664,1.75,4.4,222.4,70.14981999999999,205750300.0,1.16
2017-09-01,193.745,2017,9,60482.333333333336,1.75,4.3,223.1,70.47437,205685800.0,1.15
2017-10-01,194.792,2017,10,60674.0,1.75,4.2,223.9,70.26858,205730800.0,1.15
2017-11-01,195.945,2017,11,60813.666666666664,1.75,4.2,223.9,70.31042,205752300.0,1.16
2017-12-01,197.164,2017,12,60953.333333333336,2.0,4.1,224.1,70.30341,205856300.0,1.3
2018-01-01,198.301,2018,1,61093.0,2.0,4.0,225.8,70.32311999999999,206363400.0,1.41
2018-02-01,199.228,2018,2,61174.0,2.0,4.1,228.7,70.60374,206271700.0,1.42
2018-03-01,199.967,2018,3,61255.0,2.25,4.0,231.3,70.55485999999999,206223100.0,1.51
2018-04-01,200.662,2018,4,61336.0,2.25,4.0,232.4,70.54178,206220000.0,1.69
2018-05-01,201.427,2018,5,61431.333333333336,2.25,3.8,236.8,70.71713000000001,206414600.0,1.7
2018-06-01,202.241,2018,6,61526.666666666664,2.5,4.0,239.2,70.68557,206592300.0,1.82
2018-07-01,202.912,2018,7,61622.0,2.5,3.8,239.6,70.86216999999999,206643400.0,1.91
2018-08-01,203.661,2018,8,61621.0,2.5,3.8,239.4,70.57075999999999,206721600.0,1.91
2018-09-01,204.322,2018,9,61620.0,2.75,3.7,240.0,70.7691,206674900.0,1.95
2018-10-01,205.08900000000003,2018,10,61619.0,2.75,3.8,238.7,70.93083,206650800.0,2.19
2018-11-01,205.661,2018,11,61709.0,2.75,3.8,238.8,70.98534000000001,206612000.0,2.2
2018-12-01,206.148,2018,12,61799.0,3.0,3.9,238.3,71.01472,206774200.0,2.27
2019-01-01,206.539,2019,1,61889.0,3.0,4.0,238.5,71.03362,206324000.0,2.4
2019-02-01,206.864,2019,2,62036.333333333336,3.0,3.8,238.1,71.07248,206303400.0,2.4
2019-03-01,207.086,2019,3,62183.666666666664,3.0,3.8,238.1,71.06339,206117300.0,2.41
2019-04-01,207.537,2019,4,62331.0,3.0,3.7,237.2,71.14662,206174400.0,2.42
2019-05-01,208.151,2019,5,62535.666666666664,3.0,3.6,237.3,71.14447,206464300.0,2.39
2019-06-01,208.643,2019,6,62740.333333333336,3.0,3.6,236.3,71.23801999999999,206542600.0,2.38
2019-07-01,209.249,2019,7,62945.0,3.0,3.7,235.6,71.26041,206385900.0,2.4
2019-08-01,210.029,2019,8,63049.0,2.75,3.6,234.4,71.41162,206392800.0,2.13
2019-09-01,210.85,2019,9,63153.0,2.5,3.5,234.4,71.71297,206311600.0,2.04
2019-10-01,211.751,2019,10,63257.0,2.25,3.6,233.8,71.71259,206191800.0,1.83
2019-11-01,212.788,2019,11,62949.0,2.25,3.6,232.8,71.6875,206205100.0,1.55
2019-12-01,213.944,2019,12,62641.0,2.25,3.6,232.2,71.7002,206266700.0,1.55
2020-01-01,215.029,2020,1,62333.0,2.25,3.6,233.4,71.76878,205741800.0,1.55
2020-02-01,215.893,2020,2,60683.0,2.25,3.5,234.6,71.80731999999999,205642700.0,1.58
2020-03-01,216.455,2020,3,59033.0,0.25,4.4,236.3,70.51974,205285700.0,0.65
2020-04-01,216.856,2020,4,57383.0,0.25,14.8,234.3,60.19421,206838200.0,0.05
2020-05-01,216.999,2020,5,58856.333333333336,0.25,13.2,233.3,62.24576,206841900.0,0.05
2020-06-01,217.57,2020,6,60329.666666666664,0.25,11.0,234.8,64.77303,205576600.0,0.08
2020-07-01,219.28,2020,7,61803.0,0.25,10.2,237.0,65.3708,205379800.0,0.09
2020-08-01,222.265,2020,8,62005.666666666664,0.25,8.4,240.9,66.84134,205709700.0,0.1
2020-09-01,225.742,2020,9,62208.333333333336,0.25,7.8,246.9,66.91838,206097500.0,0.09
2020-10-01,229.685,2020,10,62411.0,0.25,6.8,246.4,67.89453,205980900.0,0.09
2020-11-01,233.248,2020,11,62682.0,0.25,6.7,244.3,67.80804,206188200.0,0.09
2020-12-01,236.555,2020,12,62953.0,0.25,6.7,248.0,67.95622,206149400.0,0.09
2021-01-01,239.68,2021,1,63224.0,0.25,6.4,256.4,68.20279000000001,205142000.0,0.09
2021-02-01,242.419,2021,2,63533.666666666664,0.25,6.2,264.6,68.47043000000001,205139500.0,0.08
2021-03-01,245.545,2021,3,63843.333333333336,0.25,6.1,276.7,68.59721,205101500.0,0.07
2021-04-01,249.123,2021,4,64153.0,0.25,6.1,291.8,68.66589,205468000.0,0.07
2021-05-01,253.413,2021,5,64305.666666666664,0.25,5.8,305.9,68.97403,205665700.0,0.06
2021-06-01,258.23,2021,6,64458.333333333336,0.25,5.9,315.7,69.09635,205415500.0,0.08
2021-07-01,262.603,2021,7,64611.0,0.25,5.4,313.542,69.66294,205317400.0,0.1
2021-08-01,266.593,2021,8,64956.666666666664,0.25,5.1,313.083,69.66363,205311600.0,0.09
